"Team 1","Team 2","Team 3",Overall
"Dallas Cowboys","San Francisco 49ers","Tennessee Titans",92.91
"Dallas Cowboys","San Francisco 49ers","Washington Commanders",92.74
"Dallas Cowboys","Seattle Seahawks","Tampa Bay Buccaneers",92.06
"Dallas Cowboys","Seattle Seahawks","Tennessee Titans",92.39
"Dallas Cowboys","Seattle Seahawks","Washington Commanders",92.25
"Dallas Cowboys","Tampa Bay Buccaneers","Tennessee Titans",92.34
"Dallas Cowboys","Tampa Bay Buccaneers","Washington Commanders",92.27
"Dallas Cowboys","Tennessee Titans","Washington Commanders",92.58
"Denver Broncos","Detroit Lions","Green Bay Packers",91.62
"Denver Broncos","Detroit Lions","Houston Texans",91.92
"Denver Broncos","Detroit Lions","Indianapolis Colts",92.07
"Denver Broncos","Detroit Lions","Jacksonville Jaguars",91.19
"Denver Broncos","Detroit Lions","Kansas City Chiefs",91.56
"Denver Broncos","Detroit Lions","Las Vegas Raiders",92.04
"Denver Broncos","Detroit Lions","Los Angeles Chargers",91.46
"Denver Broncos","Detroit Lions","Los Angeles Rams",92.10
"Denver Broncos","Detroit Lions","Miami Dolphins",91.79
"Denver Broncos","Detroit Lions","Minnesota Vikings",91.96
"Denver Broncos","Detroit Lions","New England Patriots",92.00
"Denver Broncos","Detroit Lions","New Orleans Saints",91.57
"Denver Broncos","Detroit Lions","New York Giants",91.82
"Denver Broncos","Detroit Lions","New York Jets",91.60
"Denver Broncos","Detroit Lions","Philadelphia Eagles",92.12
"Denver Broncos","Detroit Lions","Pittsburgh Steelers",91.90
"Denver Broncos","Detroit Lions","San Francisco 49ers",92.49
"Denver Broncos","Detroit Lions","Seattle Seahawks",91.55
"Denver Broncos","Detroit Lions","Tampa Bay Buccaneers",91.67
"Denver Broncos","Detroit Lions","Tennessee Titans",91.99
"Denver Broncos","Detroit Lions","Washington Commanders",92.03
"Denver Broncos","Green Bay Packers","Houston Texans",91.22
"Denver Broncos","Green Bay Packers","Indianapolis Colts",92.11
"Denver Broncos","Green Bay Packers","Jacksonville Jaguars",91.18
"Denver Broncos","Green Bay Packers","Kansas City Chiefs",91.22
"Denver Broncos","Green Bay Packers","Las Vegas Raiders",91.80
"Denver Broncos","Green Bay Packers","Los Angeles Chargers",91.48
"Denver Broncos","Green Bay Packers","Los Angeles Rams",91.70
"Denver Broncos","Green Bay Packers","Miami Dolphins",92.04
"Denver Broncos","Green Bay Packers","Minnesota Vikings",91.87
"Denver Broncos","Green Bay Packers","New England Patriots",91.98
"Denver Broncos","Green Bay Packers","New Orleans Saints",91.45
"Denver Broncos","Green Bay Packers","New York Giants",91.88
"Denver Broncos","Green Bay Packers","New York Jets",91.54
"Denver Broncos","Green Bay Packers","Philadelphia Eagles",91.86
"Denver Broncos","Green Bay Packers","Pittsburgh Steelers",91.57
"Denver Broncos","Green Bay Packers","San Francisco 49ers",92.66
"Denver Broncos","Green Bay Packers","Seattle Seahawks",91.61
"Denver Broncos","Green Bay Packers","Tampa Bay Buccaneers",91.90
"Denver Broncos","Green Bay Packers","Tennessee Titans",92.10
"Denver Broncos","Green Bay Packers","Washington Commanders",91.83
"Denver Broncos","Houston Texans","Indianapolis Colts",92.25
"Denver Broncos","Houston Texans","Jacksonville Jaguars",91.36
"Denver Broncos","Houston Texans","Kansas City Chiefs",91.50
"Denver Broncos","Houston Texans","Las Vegas Raiders",92.06
"Denver Broncos","Houston Texans","Los Angeles Chargers",91.78
"Denver Broncos","Houston Texans","Los Angeles Rams",91.76
"Denver Broncos","Houston Texans","Miami Dolphins",91.99
"Denver Broncos","Houston Texans","Minnesota Vikings",92.09
"Denver Broncos","Houston Texans","New England Patriots",91.79
"Denver Broncos","Houston Texans","New Orleans Saints",91.37
"Denver Broncos","Houston Texans","New York Giants",92.03
"Denver Broncos","Houston Texans","New York Jets",91.65
"Denver Broncos","Houston Texans","Philadelphia Eagles",92.12
"Denver Broncos","Houston Texans","Pittsburgh Steelers",91.77
"Denver Broncos","Houston Texans","San Francisco 49ers",92.60
"Denver Broncos","Houston Texans","Seattle Seahawks",91.65
"Denver Broncos","Houston Texans","Tampa Bay Buccaneers",92.10
"Denver Broncos","Houston Texans","Tennessee Titans",92.46
"Denver Broncos","Houston Texans","Washington Commanders",92.13
"Denver Broncos","Indianapolis Colts","Jacksonville Jaguars",91.94
"Denver Broncos","Indianapolis Colts","Kansas City Chiefs",92.12
"Denver Broncos","Indianapolis Colts","Las Vegas Raiders",92.34
"Denver Broncos","Indianapolis Colts","Los Angeles Chargers",91.92
"Denver Broncos","Indianapolis Colts","Los Angeles Rams",92.24
"Denver Broncos","Indianapolis Colts","Miami Dolphins",92.39
"Denver Broncos","Indianapolis Colts","Minnesota Vikings",92.02
"Denver Broncos","Indianapolis Colts","New England Patriots",92.18
"Denver Broncos","Indianapolis Colts","New Orleans Saints",91.90
"Denver Broncos","Indianapolis Colts","New York Giants",92.25
"Denver Broncos","Indianapolis Colts","New York Jets",91.90
"Denver Broncos","Indianapolis Colts","Philadelphia Eagles",92.21
"Denver Broncos","Indianapolis Colts","Pittsburgh Steelers",92.12
"Denver Broncos","Indianapolis Colts","San Francisco 49ers",92.59
"Denver Broncos","Indianapolis Colts","Seattle Seahawks",92.07
"Denver Broncos","Indianapolis Colts","Tampa Bay Buccaneers",92.22
"Denver Broncos","Indianapolis Colts","Tennessee Titans",92.38
"Denver Broncos","Indianapolis Colts","Washington Commanders",92.29
"Denver Broncos","Jacksonville Jaguars","Kansas City Chiefs",91.05
"Denver Broncos","Jacksonville Jaguars","Las Vegas Raiders",91.63
"Denver Broncos","Jacksonville Jaguars","Los Angeles Chargers",91.19
"Denver Broncos","Jacksonville Jaguars","Los Angeles Rams",91.37
"Denver Broncos","Jacksonville Jaguars","Miami Dolphins",91.54
"Denver Broncos","Jacksonville Jaguars","Minnesota Vikings",91.49
"Denver Broncos","Jacksonville Jaguars","New England Patriots",91.57
"Denver Broncos","Jacksonville Jaguars","New Orleans Saints",91.24
"Denver Broncos","Jacksonville Jaguars","New York Giants",91.77
"Denver Broncos","Jacksonville Jaguars","New York Jets",91.25
"Denver Broncos","Jacksonville Jaguars","Philadelphia Eagles",91.90
"Denver Broncos","Jacksonville Jaguars","Pittsburgh Steelers",91.36
"Denver Broncos","Jacksonville Jaguars","San Francisco 49ers",92.35
"Denver Broncos","Jacksonville Jaguars","Seattle Seahawks",91.29
"Denver Broncos","Jacksonville Jaguars","Tampa Bay Buccaneers",91.38
"Denver Broncos","Jacksonville Jaguars","Tennessee Titans",91.98
"Denver Broncos","Jacksonville Jaguars","Washington Commanders",91.65
"Denver Broncos","Kansas City Chiefs","Las Vegas Raiders",91.79
"Denver Broncos","Kansas City Chiefs","Los Angeles Chargers",91.51
"Denver Broncos","Kansas City Chiefs","Los Angeles Rams",91.62
"Denver Broncos","Kansas City Chiefs","Miami Dolphins",91.83
"Denver Broncos","Kansas City Chiefs","Minnesota Vikings",91.67
"Denver Broncos","Kansas City Chiefs","New England Patriots",91.79
"Denver Broncos","Kansas City Chiefs","New Orleans Saints",91.44
"Denver Broncos","Kansas City Chiefs","New York Giants",91.96
"Denver Broncos","Kansas City Chiefs","New York Jets",91.61
"Denver Broncos","Kansas City Chiefs","Philadelphia Eagles",91.95
"Denver Broncos","Kansas City Chiefs","Pittsburgh Steelers",91.53
"Denver Broncos","Kansas City Chiefs","San Francisco 49ers",92.47
"Denver Broncos","Kansas City Chiefs","Seattle Seahawks",91.61
"Denver Broncos","Kansas City Chiefs","Tampa Bay Buccaneers",91.61
"Denver Broncos","Kansas City Chiefs","Tennessee Titans",92.06
"Denver Broncos","Kansas City Chiefs","Washington Commanders",91.79
"Denver Broncos","Las Vegas Raiders","Los Angeles Chargers",91.68
"Denver Broncos","Las Vegas Raiders","Los Angeles Rams",92.00
"Denver Broncos","Las Vegas Raiders","Miami Dolphins",92.31
"Denver Broncos","Las Vegas Raiders","Minnesota Vikings",91.87
"Denver Broncos","Las Vegas Raiders","New England Patriots",92.03
"Denver Broncos","Las Vegas Raiders","New Orleans Saints",92.02
"Denver Broncos","Las Vegas Raiders","New York Giants",92.34
"Denver Broncos","Las Vegas Raiders","New York Jets",91.92
"Denver Broncos","Las Vegas Raiders","Philadelphia Eagles",92.33
"Denver Broncos","Las Vegas Raiders","Pittsburgh Steelers",91.96
"Denver Broncos","Las Vegas Raiders","San Francisco 49ers",92.63
"Denver Broncos","Las Vegas Raiders","Seattle Seahawks",91.82
"Denver Broncos","Las Vegas Raiders","Tampa Bay Buccaneers",91.90
"Denver Broncos","Las Vegas Raiders","Tennessee Titans",92.13
"Denver Broncos","Las Vegas Raiders","Washington Commanders",92.06
"Denver Broncos","Los Angeles Chargers","Los Angeles Rams",91.81
"Denver Broncos","Los Angeles Chargers","Miami Dolphins",91.90
"Denver Broncos","Los Angeles Chargers","Minnesota Vikings",91.58
"Denver Broncos","Los Angeles Chargers","New England Patriots",91.79
"Denver Broncos","Los Angeles Chargers","New Orleans Saints",91.43
"Denver Broncos","Los Angeles Chargers","New York Giants",91.79
"Denver Broncos","Los Angeles Chargers","New York Jets",91.34
"Denver Broncos","Los Angeles Chargers","Philadelphia Eagles",91.94
"Denver Broncos","Los Angeles Chargers","Pittsburgh Steelers",91.68
"Denver Broncos","Los Angeles Chargers","San Francisco 49ers",92.41
"Denver Broncos","Los Angeles Chargers","Seattle Seahawks",91.40
"Denver Broncos","Los Angeles Chargers","Tampa Bay Buccaneers",91.52
"Denver Broncos","Los Angeles Chargers","Tennessee Titans",91.98
"Denver Broncos","Los Angeles Chargers","Washington Commanders",91.77
"Denver Broncos","Los Angeles Rams","Miami Dolphins",92.14
"Denver Broncos","Los Angeles Rams","Minnesota Vikings",91.98
"Denver Broncos","Los Angeles Rams","New England Patriots",91.95
"Denver Broncos","Los Angeles Rams","New Orleans Saints",91.68
"Denver Broncos","Los Angeles Rams","New York Giants",92.15
"Denver Broncos","Los Angeles Rams","New York Jets",91.73
"Denver Broncos","Los Angeles Rams","Philadelphia Eagles",92.10
"Denver Broncos","Los Angeles Rams","Pittsburgh Steelers",91.81
"Denver Broncos","Los Angeles Rams","San Francisco 49ers",92.74
"Denver Broncos","Los Angeles Rams","Seattle Seahawks",91.79
"Denver Broncos","Los Angeles Rams","Tampa Bay Buccaneers",91.96
"Denver Broncos","Los Angeles Rams","Tennessee Titans",92.37
"Denver Broncos","Los Angeles Rams","Washington Commanders",91.87
"Denver Broncos","Miami Dolphins","Minnesota Vikings",92.20
"Denver Broncos","Miami Dolphins","New England Patriots",91.93
"Denver Broncos","Miami Dolphins","New Orleans Saints",91.76
"Denver Broncos","Miami Dolphins","New York Giants",92.09
"Denver Broncos","Miami Dolphins","New York Jets",92.01
"Denver Broncos","Miami Dolphins","Philadelphia Eagles",92.32
"Denver Broncos","Miami Dolphins","Pittsburgh Steelers",92.00
"Denver Broncos","Miami Dolphins","San Francisco 49ers",92.59
"Denver Broncos","Miami Dolphins","Seattle Seahawks",91.81
"Denver Broncos","Miami Dolphins","Tampa Bay Buccaneers",91.95
"Denver Broncos","Miami Dolphins","Tennessee Titans",92.50
"Denver Broncos","Miami Dolphins","Washington Commanders",92.32
"Denver Broncos","Minnesota Vikings","New England Patriots",91.81
"Denver Broncos","Minnesota Vikings","New Orleans Saints",91.73
"Denver Broncos","Minnesota Vikings","New York Giants",92.13
"Denver Broncos","Minnesota Vikings","New York Jets",91.85
"Denver Broncos","Minnesota Vikings","Philadelphia Eagles",92.00
"Denver Broncos","Minnesota Vikings","Pittsburgh Steelers",91.81
"Denver Broncos","Minnesota Vikings","San Francisco 49ers",92.44
"Denver Broncos","Minnesota Vikings","Seattle Seahawks",91.74
"Denver Broncos","Minnesota Vikings","Tampa Bay Buccaneers",91.83
"Denver Broncos","Minnesota Vikings","Tennessee Titans",92.09
"Denver Broncos","Minnesota Vikings","Washington Commanders",92.04
"Denver Broncos","New England Patriots","New Orleans Saints",91.58
"Denver Broncos","New England Patriots","New York Giants",92.00
"Denver Broncos","New England Patriots","New York Jets",91.72
"Denver Broncos","New England Patriots","Philadelphia Eagles",92.24
"Denver Broncos","New England Patriots","Pittsburgh Steelers",91.75
"Denver Broncos","New England Patriots","San Francisco 49ers",92.31
"Denver Broncos","New England Patriots","Seattle Seahawks",91.62
"Denver Broncos","New England Patriots","Tampa Bay Buccaneers",91.74
"Denver Broncos","New England Patriots","Tennessee Titans",92.40
"Denver Broncos","New England Patriots","Washington Commanders",92.14
"Denver Broncos","New Orleans Saints","New York Giants",91.67
"Denver Broncos","New Orleans Saints","New York Jets",91.26
"Denver Broncos","New Orleans Saints","Philadelphia Eagles",91.90
"Denver Broncos","New Orleans Saints","Pittsburgh Steelers",91.54
"Denver Broncos","New Orleans Saints","San Francisco 49ers",92.38
"Denver Broncos","New Orleans Saints","Seattle Seahawks",91.45
"Denver Broncos","New Orleans Saints","Tampa Bay Buccaneers",91.67
"Denver Broncos","New Orleans Saints","Tennessee Titans",92.13
"Denver Broncos","New Orleans Saints","Washington Commanders",91.89
"Denver Broncos","New York Giants","New York Jets",91.68
"Denver Broncos","New York Giants","Philadelphia Eagles",92.26
"Denver Broncos","New York Giants","Pittsburgh Steelers",91.90
"Denver Broncos","New York Giants","San Francisco 49ers",92.49
"Denver Broncos","New York Giants","Seattle Seahawks",91.69
"Denver Broncos","New York Giants","Tampa Bay Buccaneers",91.95
"Denver Broncos","New York Giants","Tennessee Titans",92.41
"Denver Broncos","New York Giants","Washington Commanders",92.11
"Denver Broncos","New York Jets","Philadelphia Eagles",91.98
"Denver Broncos","New York Jets","Pittsburgh Steelers",91.55
"Denver Broncos","New York Jets","San Francisco 49ers",92.43
"Denver Broncos","New York Jets","Seattle Seahawks",91.42
"Denver Broncos","New York Jets","Tampa Bay Buccaneers",91.72
"Denver Broncos","New York Jets","Tennessee Titans",92.19
"Denver Broncos","New York Jets","Washington Commanders",91.83
"Denver Broncos","Philadelphia Eagles","Pittsburgh Steelers",91.99
"Denver Broncos","Philadelphia Eagles","San Francisco 49ers",92.69
"Denver Broncos","Philadelphia Eagles","Seattle Seahawks",92.06
"Denver Broncos","Philadelphia Eagles","Tampa Bay Buccaneers",92.15
"Denver Broncos","Philadelphia Eagles","Tennessee Titans",92.31
"Denver Broncos","Philadelphia Eagles","Washington Commanders",92.25
"Denver Broncos","Pittsburgh Steelers","San Francisco 49ers",92.42
"Denver Broncos","Pittsburgh Steelers","Seattle Seahawks",91.55
"Denver Broncos","Pittsburgh Steelers","Tampa Bay Buccaneers",91.69
"Denver Broncos","Pittsburgh Steelers","Tennessee Titans",92.21
"Denver Broncos","Pittsburgh Steelers","Washington Commanders",91.89
"Denver Broncos","San Francisco 49ers","Seattle Seahawks",92.33
"Denver Broncos","San Francisco 49ers","Tampa Bay Buccaneers",92.40
"Denver Broncos","San Francisco 49ers","Tennessee Titans",92.76
"Denver Broncos","San Francisco 49ers","Washington Commanders",92.57
"Denver Broncos","Seattle Seahawks","Tampa Bay Buccaneers",91.54
"Denver Broncos","Seattle Seahawks","Tennessee Titans",92.16
"Denver Broncos","Seattle Seahawks","Washington Commanders",91.82
"Denver Broncos","Tampa Bay Buccaneers","Tennessee Titans",92.21
"Denver Broncos","Tampa Bay Buccaneers","Washington Commanders",91.95
"Denver Broncos","Tennessee Titans","Washington Commanders",92.20
"Detroit Lions","Green Bay Packers","Houston Texans",91.98
"Detroit Lions","Green Bay Packers","Indianapolis Colts",92.32
"Detroit Lions","Green Bay Packers","Jacksonville Jaguars",91.71
"Detroit Lions","Green Bay Packers","Kansas City Chiefs",91.92
"Detroit Lions","Green Bay Packers","Las Vegas Raiders",92.13
"Detroit Lions","Green Bay Packers","Los Angeles Chargers",91.74
"Detroit Lions","Green Bay Packers","Los Angeles Rams",92.20
"Detroit Lions","Green Bay Packers","Miami Dolphins",92.19
"Detroit Lions","Green Bay Packers","Minnesota Vikings",92.13
"Detroit Lions","Green Bay Packers","New England Patriots",92.27
"Detroit Lions","Green Bay Packers","New Orleans Saints",91.87
"Detroit Lions","Green Bay Packers","New York Giants",92.00
"Detroit Lions","Green Bay Packers","New York Jets",91.84
"Detroit Lions","Green Bay Packers","Philadelphia Eagles",92.28
"Detroit Lions","Green Bay Packers","Pittsburgh Steelers",92.07
"Detroit Lions","Green Bay Packers","San Francisco 49ers",92.66
"Detroit Lions","Green Bay Packers","Seattle Seahawks",91.81
"Detroit Lions","Green Bay Packers","Tampa Bay Buccaneers",91.97
"Detroit Lions","Green Bay Packers","Tennessee Titans",92.31
"Detroit Lions","Green Bay Packers","Washington Commanders",92.28
"Detroit Lions","Houston Texans","Indianapolis Colts",92.42
"Detroit Lions","Houston Texans","Jacksonville Jaguars",91.98
"Detroit Lions","Houston Texans","Kansas City Chiefs",91.87
"Detroit Lions","Houston Texans","Las Vegas Raiders",92.34
"Detroit Lions","Houston Texans","Los Angeles Chargers",92.00
"Detroit Lions","Houston Texans","Los Angeles Rams",92.33
"Detroit Lions","Houston Texans","Miami Dolphins",92.25
"Detroit Lions","Houston Texans","Minnesota Vikings",92.30
"Detroit Lions","Houston Texans","New England Patriots",92.15
"Detroit Lions","Houston Texans","New Orleans Saints",91.66
"Detroit Lions","Houston Texans","New York Giants",92.08
"Detroit Lions","Houston Texans","New York Jets",91.77
"Detroit Lions","Houston Texans","Philadelphia Eagles",92.52
"Detroit Lions","Houston Texans","Pittsburgh Steelers",92.37
"Detroit Lions","Houston Texans","San Francisco 49ers",92.66
"Detroit Lions","Houston Texans","Seattle Seahawks",91.82
"Detroit Lions","Houston Texans","Tampa Bay Buccaneers",92.11
"Detroit Lions","Houston Texans","Tennessee Titans",92.60
"Detroit Lions","Houston Texans","Washington Commanders",92.54
"Detroit Lions","Indianapolis Colts","Jacksonville Jaguars",92.08
"Detroit Lions","Indianapolis Colts","Kansas City Chiefs",92.16
"Detroit Lions","Indianapolis Colts","Las Vegas Raiders",92.44
"Detroit Lions","Indianapolis Colts","Los Angeles Chargers",91.93
"Detroit Lions","Indianapolis Colts","Los Angeles Rams",92.46
"Detroit Lions","Indianapolis Colts","Miami Dolphins",92.39
"Detroit Lions","Indianapolis Colts","Minnesota Vikings",92.15
"Detroit Lions","Indianapolis Colts","New England Patriots",92.22
"Detroit Lions","Indianapolis Colts","New Orleans Saints",92.07
"Detroit Lions","Indianapolis Colts","New York Giants",92.20
"Detroit Lions","Indianapolis Colts","New York Jets",91.97
"Detroit Lions","Indianapolis Colts","Philadelphia Eagles",92.42
"Detroit Lions","Indianapolis Colts","Pittsburgh Steelers",92.26
